provincia;departamento;sector;ambito;grado;  0años  ;  1año  ;  2años  ;  3años  ;  4años  ;  5años  ;  6años  ;  7años  ;  8años  ;  9años  ;  10años  ;  11años  ;  12años  ;  13años  ;  14años  ;  15años  ;  16años  ;  17años  ;  18años  ;  19años  ;  20años  ;  21años  ;  22años  ;  23años  ;  24años  ;  25años  ;  26años  ;  27años  ;  28años  ;  29años  ;  30añosymás  
Buenos Aires;ITUZAINGO;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3 ; 5 ; 5 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 1.329 ; 94 ; 10 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.357 ; 81 ; 14 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.283 ; 93 ; 16 ; 1 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.266 ; 93 ; 17 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.329 ; 188 ; 48 ; 9 ; 2 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.319 ; 244 ; 59 ; 33 ; 14 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.152 ; 224 ; 92 ; 44 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;Deambuladores;     ; 58 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;Lactantes; 24 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;Sala de 2;     ;     ; 109 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;Sala de 3;     ;     ;     ; 941 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;Sala de 4;     ;     ;     ;     ; 1.221 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ; 1.292 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 44 ; 40 ; 50 ; 54 ; 54 ; 31 ; 42 ; 34 ; 34 ; 27 ; 32 ; 37 ; 259 
Buenos Aires;ITUZAINGO;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ; 1.035 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.038 ; 45 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.035 ; 44 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 978 ; 35 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 41 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 1.056 ; 4 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 1.074 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.083 ; 7 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.095 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.104 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.139 ; 6 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.123 ; 18 ; 3 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.089 ; 30 ; 6 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;Deambuladores;     ; 28 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;Sala de 2;     ;     ; 230 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;Sala de 3;     ;     ;     ; 595 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;Sala de 4;     ;     ;     ;     ; 665 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ; 783 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ITUZAINGO;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 35 ; 40 ; 42 ; 37 ; 21 ; 32 ; 31 ; 25 ; 32 ; 24 ; 31 ; 19 ; 95 
Buenos Aires;JOSE C. PAZ;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ; 4.098 ; 15 ; 1 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.284 ; 845 ; 381 ; 87 ; 8 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.636 ; 822 ; 241 ; 65 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.401 ; 681 ; 237 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 218 ; 40 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 4.280 ; 389 ; 48 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 23 ; 19 ; 13 ; 2 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 4.367 ; 434 ; 64 ; 10 ; 2 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.201 ; 383 ; 104 ; 16 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.082 ; 372 ; 108 ; 43 ; 11 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.106 ; 342 ; 131 ; 37 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.875 ; 807 ; 196 ; 118 ; 20 ; 7 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.625 ; 905 ; 256 ; 55 ; 23 ; 1 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.535 ; 790 ; 254 ; 93 ; 8 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;Sala de 3;     ;     ;     ; 1.127 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;Sala de 4;     ;     ;     ;     ; 2.542 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ; 3.122 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 34 ; 63 ; 72 ; 94 ; 84 ; 83 ; 88 ; 85 ; 90 ; 96 ; 89 ; 105 ; 137 
Buenos Aires;JOSE C. PAZ;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ; 1.782 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.155 ; 118 ; 11 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.124 ; 103 ; 16 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.044 ; 106 ; 8 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 1.792 ; 13 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 1.805 ; 9 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.840 ; 13 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.814 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.710 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.407 ; 61 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.369 ; 64 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.319 ; 66 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;Deambuladores;     ; 13 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;Lactantes; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;Sala de 2;     ;     ; 30 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;Sala de 3;     ;     ;     ; 491 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;Sala de 4;     ;     ;     ;     ; 1.237 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;JOSE C. PAZ;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ; 1.424 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ; 16.702 ; 87 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 14.178 ; 3.479 ; 1.326 ; 397 ; 105 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 12.867 ; 3.277 ; 1.025 ; 267 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 11.413 ; 2.623 ; 752 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.047 ; 171 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 17.906 ; 750 ; 43 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 14 ; 31 ; 26 ; 7 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 18.742 ; 947 ; 66 ; 1 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 18.341 ; 921 ; 138 ; 18 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 18.306 ; 869 ; 163 ; 22 ; 2 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 18.098 ; 895 ; 178 ; 40 ; 2 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 17.251 ; 2.642 ; 612 ; 217 ; 71 ; 40 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 16.362 ; 3.172 ; 827 ; 273 ; 107 ; 42 ; 19 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 15.419 ; 3.079 ; 913 ; 361 ; 131 ; 53 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;Deambuladores;     ; 27 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;Lactantes; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;Sala de 2;     ;     ; 624 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;Sala de 3;     ;     ;     ; 6.938 ; 36 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;Sala de 4;     ;     ;     ;     ; 11.623 ; 31 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ; 12.916 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.278 ; 1.304 ; 1.248 ; 1.114 ; 1.063 ; 1.006 ; 954 ; 901 ; 720 ; 767 ; 676 ; 693 ; 3.921 
Buenos Aires;LA MATANZA;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ; 8.223 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 6.545 ; 457 ; 62 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 6.204 ; 447 ; 57 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 6.168 ; 442 ; 39 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 212 ; 10 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 8.289 ; 46 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 8.309 ; 54 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 8.252 ; 50 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 8.178 ; 35 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA MATANZA;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 8.042 ; 38 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
